user_000184,2008-12-04T15:36:06Z,ac7e838c-3d95-47c2-92a9-81767ad7c217,Empire Of The Sun,c6c6cc5d-1fe7-452d-a203-e36c5a0353a6,Standing On The Shore
user_000184,2008-03-12T01:03:43Z,e132d370-2a59-4437-8610-756df28a5a02,Ok Go,8ab217c1-6c48-456b-abb2-fc3d11ff780c,You'Re So Damn Hot
user_000184,2008-03-12T01:00:44Z,e132d370-2a59-4437-8610-756df28a5a02,Ok Go,a785c2ed-be32-4a30-8b23-8577d1a34347,"Hello, My Treacherous Friends"
user_000184,2008-03-12T00:57:21Z,e132d370-2a59-4437-8610-756df28a5a02,Ok Go,59b514b9-1cda-432f-86e8-1053306089e9,C-C-C-Cinnamon Lips
user_000184,2008-03-12T00:55:07Z,e132d370-2a59-4437-8610-756df28a5a02,Ok Go,9006c8e2-90a5-4fb8-9af0-3f43b20271a2,A Million Ways (Album Version)
user_000184,2008-03-12T00:52:10Z,e132d370-2a59-4437-8610-756df28a5a02,Ok Go,8ab217c1-6c48-456b-abb2-fc3d11ff780c,You'Re So Damn Hot
user_000184,2008-03-12T00:50:33Z,74171cb6-1ff8-42bd-be8a-96660c22e3e0,The Sea And Cake,b64d7158-afd1-4559-bac0-d8c8104e0a75,Sound And Vision
user_000184,2008-03-12T00:47:51Z,e4a135d0-1948-4620-bc07-b0217d09ccc1,Screeching Weasel,b5af1bc0-87d1-4f93-893b-7aa11a7aca4f,Life Sucks (And So Do You)
user_000184,2008-03-12T00:46:26Z,e4a135d0-1948-4620-bc07-b0217d09ccc1,Screeching Weasel,77f961d6-8dd3-468b-9d2c-d038dc74a489,Cindy'S On Methadone
user_000184,2008-03-12T00:45:24Z,e4a135d0-1948-4620-bc07-b0217d09ccc1,Screeching Weasel,,I Like Your Mom
user_000184,2008-03-12T00:43:58Z,e4a135d0-1948-4620-bc07-b0217d09ccc1,Screeching Weasel,ad9cead6-1852-4792-80b0-7039f8211719,Cool Kids
user_000184,2008-03-12T00:39:15Z,6f191c70-1345-4ea5-b7af-5db9ee50d7c0,Rob Base & Dj E-Z Rock,2e007b11-4b14-4fb7-be7e-4df40780302a,It Takes Two
user_000184,2008-03-12T00:35:25Z,6f191c70-1345-4ea5-b7af-5db9ee50d7c0,Rob Base & Dj E-Z Rock,8ac55ee8-ef4b-4a21-a3fe-500f6d4598c5,Joy And Pain
user_000184,2008-03-12T00:32:22Z,1a120ec5-35b3-4f3e-aa49-7201550d9feb,Rjd2,2a817be6-225c-48f9-bae2-df34b275172a,1976
user_000184,2008-03-12T00:29:23Z,1a120ec5-35b3-4f3e-aa49-7201550d9feb,Rjd2,,Cunninlynguists Ft. Masta Ace
user_000184,2008-03-12T00:25:12Z,1a120ec5-35b3-4f3e-aa49-7201550d9feb,Rjd2,afc73530-5f7a-4067-9400-1c443756df39,Smoke & Mirrors
user_000184,2008-03-12T00:21:52Z,606bf117-494f-4864-891f-09d63ff6aa4b,Rise Against,cd349c9d-a9bd-45cc-a36f-8c9ae69a553a,Under The Knife
user_000184,2008-03-12T00:18:51Z,606bf117-494f-4864-891f-09d63ff6aa4b,Rise Against,b9b8684d-c7a6-453c-86db-483dbb00238a,Prayer Of The Refugee
user_000184,2008-03-12T00:16:06Z,606bf117-494f-4864-891f-09d63ff6aa4b,Rise Against,333bf044-1535-44f8-8c30-90141ea82cd4,State Of The Union
user_000184,2008-03-12T00:13:06Z,606bf117-494f-4864-891f-09d63ff6aa4b,Rise Against,b2f83bb7-288d-4fdc-8d05-447b7f5e3534,Blood To Bleed
user_000184,2008-03-12T00:09:24Z,606bf117-494f-4864-891f-09d63ff6aa4b,Rise Against,ef0c8f11-33b2-4297-ab01-297f18ce4322,Life Less Frightening
user_000184,2008-03-12T00:06:11Z,606bf117-494f-4864-891f-09d63ff6aa4b,Rise Against,9daec74e-bbdf-46a9-965d-91da0a472305,Give It All
user_000184,2008-03-12T00:03:21Z,606bf117-494f-4864-891f-09d63ff6aa4b,Rise Against,d81383e0-cb10-4a1a-a043-94455e23b398,Any Way You Want It
user_000184,2008-03-12T00:00:33Z,606bf117-494f-4864-891f-09d63ff6aa4b,Rise Against,4e09f60a-cc1e-4607-896f-d00f30ff3be1,Like The Angel
user_000184,2008-03-11T23:57:31Z,606bf117-494f-4864-891f-09d63ff6aa4b,Rise Against,d54f21e9-2138-45be-989b-e501746e3d7d,Broken English
user_000184,2008-03-11T23:54:04Z,606bf117-494f-4864-891f-09d63ff6aa4b,Rise Against,b356a60f-8356-465e-b170-07e49a6fd427,"Blood-Red, White & Blue"
user_000184,2008-03-11T01:09:47Z,e9a4a145-e1bd-4384-ad26-b344205dd9df,Leftöver Crack,6445be96-a4e1-4d90-9899-f80a7af94a3e,One Dead Cop
user_000184,2008-03-11T01:06:21Z,e9a4a145-e1bd-4384-ad26-b344205dd9df,Leftöver Crack,a4cfc96b-c09b-401a-b116-5a30d8a99f19,Feed The Children (Books Of Lies)
user_000184,2008-03-11T01:03:37Z,e9a4a145-e1bd-4384-ad26-b344205dd9df,Leftöver Crack,6134e980-fc97-427b-a732-51f1822dcb7d,Via Sin Dios
user_000184,2008-03-11T01:00:33Z,e9a4a145-e1bd-4384-ad26-b344205dd9df,Leftöver Crack,581a0ce0-557a-4c6c-9693-de97a7f42cac,Super Tuesday
user_000184,2008-03-11T00:57:17Z,e9a4a145-e1bd-4384-ad26-b344205dd9df,Leftöver Crack,53fe21f7-b276-4585-9a03-98cf24e902aa,Gang Control
user_000184,2008-03-11T00:54:31Z,e9a4a145-e1bd-4384-ad26-b344205dd9df,Leftöver Crack,6134e980-fc97-427b-a732-51f1822dcb7d,Via Sin Dios
user_000184,2008-03-11T00:51:27Z,e9a4a145-e1bd-4384-ad26-b344205dd9df,Leftöver Crack,581a0ce0-557a-4c6c-9693-de97a7f42cac,Super Tuesday
user_000184,2008-03-11T00:48:11Z,e9a4a145-e1bd-4384-ad26-b344205dd9df,Leftöver Crack,53fe21f7-b276-4585-9a03-98cf24e902aa,Gang Control
user_000184,2008-03-11T00:45:07Z,606bf117-494f-4864-891f-09d63ff6aa4b,Rise Against,4e09f60a-cc1e-4607-896f-d00f30ff3be1,Like The Angel
user_000184,2008-03-11T00:42:05Z,606bf117-494f-4864-891f-09d63ff6aa4b,Rise Against,d54f21e9-2138-45be-989b-e501746e3d7d,Broken English
user_000184,2008-03-11T00:38:37Z,606bf117-494f-4864-891f-09d63ff6aa4b,Rise Against,b356a60f-8356-465e-b170-07e49a6fd427,"Blood-Red, White & Blue"
user_000184,2008-03-11T00:34:52Z,cc546218-cc08-4ae9-9592-ac1596c1470d,Propagandhi,5ecb7d01-eddc-43a6-9432-ce6f894a9e70,Fine Day
user_000184,2008-03-11T00:31:27Z,e132d370-2a59-4437-8610-756df28a5a02,Ok Go,8ab217c1-6c48-456b-abb2-fc3d11ff780c,You'Re So Damn Hot
user_000184,2008-03-11T00:27:33Z,6e0c7c0e-cba5-4c2c-a652-38f71ef5785d,Lily Allen,10cfdacf-53c3-4662-b216-62046e318f6e,Smile
user_000184,2008-03-11T00:24:42Z,6e0c7c0e-cba5-4c2c-a652-38f71ef5785d,Lily Allen,ac58d35e-739f-4c9d-a357-56bfcedf265e,Alfie
user_000184,2008-03-11T00:21:13Z,0e0dd9da-5878-4c46-9a9a-6df43abb5c96,Hot Hot Heat,27ef0132-27cb-4fd4-8f19-b17bd87f438f,"Talk To Me, Dance With Me"
user_000184,2008-03-11T00:18:48Z,aa0aa230-6bbc-4a3c-913e-05f71ba35884,The Hot Puppies,3221a790-f267-4106-a5c4-ef040daa8fee,Love In Practice Not Theory
user_000184,2008-03-11T00:14:51Z,aa0aa230-6bbc-4a3c-913e-05f71ba35884,The Hot Puppies,3f1db84f-a7a5-4751-ac2e-f71bb4063349,Terry
user_000184,2008-03-11T00:11:19Z,0e0dd9da-5878-4c46-9a9a-6df43abb5c96,Hot Hot Heat,c026dcea-ae17-4ab4-bd0f-904f553ae44d,Le Le Low
user_000184,2008-03-11T00:08:23Z,0e0dd9da-5878-4c46-9a9a-6df43abb5c96,Hot Hot Heat,27ef0132-27cb-4fd4-8f19-b17bd87f438f,"Talk To Me, Dance With Me"
user_000184,2008-03-11T00:05:49Z,0e0dd9da-5878-4c46-9a9a-6df43abb5c96,Hot Hot Heat,ab528bb0-5f7f-4dd6-bf38-4d9f44351c16,"Oh, Goddamnit"
user_000184,2008-03-11T00:03:23Z,0e0dd9da-5878-4c46-9a9a-6df43abb5c96,Hot Hot Heat,541b463b-54e3-40a1-8a04-1cde7e0b9561,"No, Not Now"
user_000184,2008-03-11T00:00:39Z,0e0dd9da-5878-4c46-9a9a-6df43abb5c96,Hot Hot Heat,14cf0b90-5596-465c-a8da-8b4c7e9e0599,You Owe Me An Iou
user_000184,2008-01-29T06:19:53Z,606bf117-494f-4864-891f-09d63ff6aa4b,Rise Against,4e09f60a-cc1e-4607-896f-d00f30ff3be1,Like The Angel
user_000184,2008-01-29T06:16:51Z,606bf117-494f-4864-891f-09d63ff6aa4b,Rise Against,d54f21e9-2138-45be-989b-e501746e3d7d,Broken English
user_000184,2008-01-29T06:13:24Z,606bf117-494f-4864-891f-09d63ff6aa4b,Rise Against,b356a60f-8356-465e-b170-07e49a6fd427,"Blood-Red, White & Blue"
user_000184,2008-01-29T06:10:12Z,32705a3c-54cf-4e48-a3ab-2801157a09dc,The Murder City Devils,42211278-9012-4512-ad74-3e9a113e2627,Boom Swagger Boom
user_000184,2008-01-29T06:05:11Z,cfb1c147-1046-4921-9c53-d3a226ebdb0b,Mad Caddies,184d28ef-77ec-465e-941c-281c16eda72c,Drinking For 11
user_000184,2008-01-29T06:01:38Z,cfb1c147-1046-4921-9c53-d3a226ebdb0b,Mad Caddies,8b5340dc-1937-4643-8cb2-4a50572587e3,Mary Melody
user_000184,2008-01-29T05:58:24Z,cfb1c147-1046-4921-9c53-d3a226ebdb0b,Mad Caddies,1abaed29-9a7b-4947-a9ec-e30f5e0f1494,Last Breath
user_000184,2008-01-29T05:37:32Z,cc546218-cc08-4ae9-9592-ac1596c1470d,Propagandhi,ddeebcd8-de5d-42bd-8ed1-9a6aceb8f7e3,Hallie Does Hebron
user_000184,2008-01-29T05:03:48Z,e4a135d0-1948-4620-bc07-b0217d09ccc1,Screeching Weasel,,I Like Your Mom
user_000184,2008-01-29T04:57:59Z,d25fa5a6-92bf-46a3-8bf7-31149b62eb84,The Distillers,53241e31-947b-4c77-a24d-3a4b28adadb2,The Hunger
user_000184,2008-01-27T00:38:34Z,9c1ff574-2ae4-4fea-881f-83293d0d5881,...And You Will Know Us By The Trail Of Dead,eba99863-ce47-4994-99e9-fc7f6602d658,Another Morning Stoner
user_000184,2008-01-24T05:17:59Z,ad92dd9c-56ef-4443-b2c0-ff2f7d9cca49,The Sounds,b58d53b4-7dd9-44b1-aacb-67f6a8361253,Tony The Beat
user_000184,2008-01-24T05:09:38Z,ad92dd9c-56ef-4443-b2c0-ff2f7d9cca49,The Sounds,b58d53b4-7dd9-44b1-aacb-67f6a8361253,Tony The Beat
user_000184,2008-01-24T05:07:28Z,e4a135d0-1948-4620-bc07-b0217d09ccc1,Screeching Weasel,77f961d6-8dd3-468b-9d2c-d038dc74a489,Cindy'S On Methadone
user_000184,2008-01-24T05:05:43Z,e4a135d0-1948-4620-bc07-b0217d09ccc1,Screeching Weasel,ad9cead6-1852-4792-80b0-7039f8211719,Cool Kids
user_000184,2008-01-24T05:01:11Z,ad92dd9c-56ef-4443-b2c0-ff2f7d9cca49,The Sounds,b58d53b4-7dd9-44b1-aacb-67f6a8361253,Tony The Beat
user_000184,2008-01-24T04:57:47Z,ad92dd9c-56ef-4443-b2c0-ff2f7d9cca49,The Sounds,b58d53b4-7dd9-44b1-aacb-67f6a8361253,Tony The Beat
user_000184,2008-01-24T04:54:35Z,e5db18cb-4b1f-496d-a308-548b611090d3,Sex Pistols,,Brown Eyed Girl
user_000184,2008-01-24T04:52:11Z,e4a135d0-1948-4620-bc07-b0217d09ccc1,Screeching Weasel,b5af1bc0-87d1-4f93-893b-7aa11a7aca4f,Life Sucks (And So Do You)
user_000184,2008-01-24T04:50:46Z,e4a135d0-1948-4620-bc07-b0217d09ccc1,Screeching Weasel,77f961d6-8dd3-468b-9d2c-d038dc74a489,Cindy'S On Methadone
user_000184,2008-01-24T04:49:01Z,e4a135d0-1948-4620-bc07-b0217d09ccc1,Screeching Weasel,ad9cead6-1852-4792-80b0-7039f8211719,Cool Kids
user_000184,2008-01-24T04:42:56Z,e9a4a145-e1bd-4384-ad26-b344205dd9df,Leftöver Crack,406e43d3-2025-44cd-8831-9e9f94d84806,Rock The 40 Oz.
user_000184,2008-01-24T04:40:25Z,e9a4a145-e1bd-4384-ad26-b344205dd9df,Leftöver Crack,53fe21f7-b276-4585-9a03-98cf24e902aa,Gang Control
user_000184,2008-01-24T04:37:41Z,cfb1c147-1046-4921-9c53-d3a226ebdb0b,Mad Caddies,c6fcec9d-24db-4252-a0d8-dad302cc8835,Weird Beard
user_000184,2008-01-24T04:34:36Z,f47fc54d-b334-4321-8218-00c5b11d4dd1,Gogol Bordello,101cc569-931a-4ee5-8787-4f668daaa43d,Start Wearing Purple
user_000184,2008-01-24T04:31:05Z,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,Dead Kennedys,f429d178-d6e3-4950-8ac1-52d933f49b15,Holiday In Cambodia
user_000184,2008-01-24T04:27:47Z,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,Dead Kennedys,e734120c-aab0-475f-a70a-af4814ed2a10,California Über Alles
user_000184,2008-01-24T04:24:57Z,149e6720-4e4a-41a4-afca-6d29083fc091,Bad Religion,49e54487-15bf-4868-9984-e37a248d13a9,21St Century Digital Boy
user_000184,2008-01-24T04:21:37Z,32705a3c-54cf-4e48-a3ab-2801157a09dc,The Murder City Devils,1bf8d20a-0b15-4682-aeac-1621aa98ee58,Bride Of The Elephant Man
user_000184,2008-01-24T04:18:01Z,e5db18cb-4b1f-496d-a308-548b611090d3,Sex Pistols,,Brown Eyed Girl
user_000184,2008-01-24T01:43:51Z,9c1ff574-2ae4-4fea-881f-83293d0d5881,...And You Will Know Us By The Trail Of Dead,eba99863-ce47-4994-99e9-fc7f6602d658,Another Morning Stoner
