user_000183,2008-09-13T09:37:32Z,35723b60-732e-4bd8-957f-320b416e7b7f,Groove Armada,25f69bc5-e158-4fd9-bb6a-41a06d055f17,Get Down
user_000183,2007-10-20T14:40:59Z,98913495-8867-43b3-aa8d-db88ee4d4cdc,Modern Talking,a82b748d-237e-467b-a1da-b53f807a25fa,No Face No Name No Number
user_000183,2007-10-20T14:36:58Z,bfaf9b70-d1fd-4d3e-b730-3e67e6f8f9bb,Hilary Duff,085cc221-89a2-4aa7-8ab5-18a5706d4bb0,Someone'S Watching Over Me
user_000183,2007-10-20T14:32:58Z,35f866dc-c061-48ba-8157-cf2e0eac4857,Enrique Iglesias,8fa4e344-2cc5-44c7-943e-ded8e71669ce,Rhythm Divine
user_000183,2007-10-20T14:12:29Z,,Chicanos,,En Mi Corason
user_000183,2007-10-20T14:02:25Z,4a8ac23a-e27a-44db-814a-f8c31beb68e6,Cassie,07082af3-4926-41d9-ac66-825ef1d6fc8c,Call U Out
user_000183,2007-10-20T13:56:10Z,4a8ac23a-e27a-44db-814a-f8c31beb68e6,Cassie,8335858c-7d2f-4aae-98d1-0f80cd5a926f,Can'T Do It Without You
user_000183,2007-10-20T13:52:58Z,fd1baeb3-0ee9-4838-b4c7-615c78d68d10,The Veronicas,06bd7173-1aba-4ab1-bac7-cb0e87e5d939,Speechless
user_000183,2007-10-20T13:45:18Z,0d40ebed-5045-47df-b26e-a84bb714e2f2,Dj Project,,Prea Naiv [ Www.Mp3Hit.Go.Ro ]
user_000183,2007-10-20T12:55:41Z,0bdcf92a-c1f7-4752-b1c3-036cfddb11bb,Mihai Trăistariu,,Everybody Loves Tomorrow Day
user_000183,2007-10-20T12:51:37Z,0d40ebed-5045-47df-b26e-a84bb714e2f2,Dj Project,,Povestea Mea ( Www.Radiolocco.Uv.Ro  )
user_000183,2007-10-20T12:47:30Z,3fa7095b-4447-465e-a784-14b07789d7a1,Hellogoodbye,33b9c2ba-3a4c-41a7-b9f6-af3d3a00382b,Here (In Your Arms)
user_000183,2007-10-20T12:28:07Z,35f866dc-c061-48ba-8157-cf2e0eac4857,Enrique Iglesias,7a40b173-7299-42b2-b08c-fdc5150d98bc,Tired Of Being Sorry
user_000183,2007-10-20T12:21:30Z,,S@M::&Lt;&Lt;::D.J. Sammy::&Gt;&Gt;::,,Beautiful Smile (Radio Mix)
user_000183,2007-10-18T19:15:57Z,1fda852b-92e9-4562-82fa-c52820a77b23,Pussycat Dolls,,Buttons ---&Gt;&Gt; [Www.Muzica-Moca.Go.Ro]
