user_000128,2008-12-19T05:28:57Z,42c7542e-71d1-488a-ba2f-9a368c9147f2,Bounty Killer,f414a755-e849-418e-8fcc-d53fde306daf,Bullz Of Chicago
user_000128,2008-12-19T05:25:45Z,435837d0-9896-48f1-a80f-66579628ca06,B.G.,abcac1b6-e420-41ef-bb09-2768f1c02d43,Bling Bling
user_000128,2008-12-19T05:20:13Z,c296e10c-110a-4103-9e77-47bfebb7fb2e,Bob Marley & The Wailers,1bf2c38e-57dd-472f-ab7f-4021fecea516,How Many Times
user_000128,2008-12-19T05:15:16Z,4c72f54b-6651-4d7d-b55e-7e8f4de57dd7,Talla 2Xlc,348521b8-08b1-4355-a7bf-148cf09b3ea4,Shine
user_000128,2008-12-19T05:12:25Z,837736b3-e496-4d4e-b986-77b8e02c512d,Space Pitcher,334a5c21-585b-40fd-b517-34566ffa1da5,Secret Land (Klubbstylerz Radio Cut)
user_000128,2008-12-19T04:44:11Z,b1557833-6f28-4f46-8d7c-b8c05e0a6f67,Rave Allstars,2926a95e-0b63-48ad-88a3-2537f155482c,More Than Words
user_000128,2008-12-19T04:33:51Z,d28a8ecc-e42c-4c24-8795-7ca18378a098,Shift Vs Slug,4dc91253-6170-4f96-a166-cd1ad47da85d,Apocalypse Cow
user_000128,2008-12-19T04:28:55Z,df9f48e1-f35d-4892-bc83-c98229576c5b,Astrada,5db72ce9-88c8-4444-a528-319c3c6daa03,Subway #9
user_000128,2008-12-19T04:26:27Z,b4288f5d-c42d-4148-ad2a-9c53151866af,Sea Monkeys,,Winter Radio Mix!)
user_000128,2008-12-19T04:23:36Z,3b0afbe8-1967-4829-bd6c-860980585f3e,Armin Van Buuren Feat. Jan Vayne,080f592d-132e-4c93-971a-ed67fda16af6,Serenity
user_000128,2008-12-19T04:18:32Z,299278d3-25dd-4f30-bae4-5b571c28034d,The Postal Service,db16d0b3-b8ce-4aa8-a11a-e4d53cc7f8a6,Such Great Heights
user_000128,2008-12-19T04:15:22Z,299278d3-25dd-4f30-bae4-5b571c28034d,The Postal Service,,Pictures
user_000128,2008-12-19T04:12:58Z,f97b55a8-7d03-4ebe-a277-a9cadc2a9f86,September,ef4d8083-58b7-44a0-a756-8001ce33009d,R.I.P.
user_000128,2008-12-19T04:05:21Z,650e7db6-b795-4eb5-a702-5ea2fc46c848,Lady Gaga,0810268f-2e52-4f89-86be-42762ea3f6d4,Just Dance
user_000128,2008-12-19T03:38:21Z,a5921bcb-ba93-4e37-b1ba-c8aa189b9580,Vishal,,Odyssey
user_000128,2008-12-19T03:32:04Z,,The Djs Of Euro Trance,,Juno (Reaction Mix)
