user_000139,2009-06-13T20:06:21Z,12be5b16-915f-44bc-978a-8ddfab235b79,Josh Groban,9dddcb04-603e-480d-bea8-b8ced92537cb,Hymne A L'Amour
user_000139,2009-05-28T19:09:36Z,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Coldplay,729cf505-94eb-4fbe-bc76-cbae44cff091,Yellow
user_000139,2009-05-28T19:05:56Z,291919e3-0eb4-4636-95a9-9ff0f958f512,Giusy Ferreri,2eb7c989-cd40-48dd-aa56-5d109b904cd9,Ma Che Freddo Fà
user_000139,2009-05-28T19:02:19Z,c2d6a6fb-7999-4bb3-b2df-7d752fdf4e95,House Of Pain,01ffa3ad-e4f7-4201-a9ba-8ac8cc1d159d,Jump Around
user_000139,2009-05-28T18:58:56Z,cc0b7089-c08d-4c10-b6b0-873582c17fd6,System Of A Down,99d13135-476d-45d8-911c-40b0a1f6b37a,Roulette
user_000139,2009-05-08T08:14:55Z,39ab1aed-75e0-4140-bd47-540276886b60,Oasis,8c4c2bd9-f470-409b-bb5c-924b0bc3f276,Lyla
user_000139,2009-05-08T08:09:01Z,93ccd76c-3790-4435-a8bf-02bc26294b93,Bush,abe82cc9-50db-4d5c-afe4-f4703f6df523,Swallowed
user_000139,2009-03-09T17:17:37Z,a33a9cd6-8c03-4047-b62d-59f76f494c20,Cloud Cult,5154708d-dc30-42ef-881b-f0a2898a0a57,Love You All
user_000139,2009-03-09T09:46:43Z,a1e626f0-ed1f-444a-af2e-86aeae6651e4,Tarja,1ed5fe48-c72a-4238-91dc-48414347d312,Sing For Me
user_000139,2009-03-03T13:52:40Z,d7fd44c7-2642-479f-b302-5892de24f545,Macaco,e073e090-4f57-446f-b347-603180ec2437,Las Llaves Robadas
user_000139,2009-03-03T13:42:59Z,d7fd44c7-2642-479f-b302-5892de24f545,Macaco,e073e090-4f57-446f-b347-603180ec2437,Las Llaves Robadas
user_000139,2009-03-03T13:37:49Z,d7fd44c7-2642-479f-b302-5892de24f545,Macaco,e073e090-4f57-446f-b347-603180ec2437,Las Llaves Robadas
user_000139,2009-03-03T13:32:22Z,d7fd44c7-2642-479f-b302-5892de24f545,Macaco,c75da729-d515-4d91-8c70-bbd2a80ddc6d,Aquí Ahora
user_000139,2009-03-03T13:26:38Z,fc015f11-be38-4b7d-b3e8-5d809242ecec,Clint Mansell,,Glory Be
user_000139,2009-03-03T13:25:18Z,fc015f11-be38-4b7d-b3e8-5d809242ecec,Clint Mansell,,Stephanie
user_000139,2009-03-03T13:22:42Z,fc015f11-be38-4b7d-b3e8-5d809242ecec,Clint Mansell,,Leaving Hospital
