user_000169,2009-03-19T05:00:20Z,cc0b7089-c08d-4c10-b6b0-873582c17fd6,System Of A Down,95e11ea1-b750-4224-a2ad-41d38cae5ea5,Bounce
user_000169,2009-03-19T04:56:49Z,cc0b7089-c08d-4c10-b6b0-873582c17fd6,System Of A Down,b13281ce-f0ae-48be-8ac1-3c2be8fb987c,Chop Suey
user_000169,2009-03-19T04:52:43Z,cc0b7089-c08d-4c10-b6b0-873582c17fd6,System Of A Down,2b4fd6db-f5c2-4ac9-8e91-8ca81c75f4b5,X
user_000169,2009-03-19T04:50:36Z,cc0b7089-c08d-4c10-b6b0-873582c17fd6,System Of A Down,238d9ca8-1b8f-4ff1-acae-c57d0ef770ab,Jet Pilot
user_000169,2009-03-19T04:47:41Z,cc0b7089-c08d-4c10-b6b0-873582c17fd6,System Of A Down,763234a4-c6a0-455b-be7b-980dde8ee88f,Deer Dance
user_000169,2009-03-19T04:44:27Z,cc0b7089-c08d-4c10-b6b0-873582c17fd6,System Of A Down,d8cf835b-f740-438c-aec5-4f8beb85f804,Needles
user_000169,2009-03-19T04:07:48Z,cc0b7089-c08d-4c10-b6b0-873582c17fd6,System Of A Down,5f920e62-f2cc-4a89-a8a9-463d1c63ada7,Prison Song
user_000169,2009-03-19T04:04:10Z,cc0b7089-c08d-4c10-b6b0-873582c17fd6,System Of A Down,92694d67-7529-4cb7-b08f-62b03a2ed031,P.L.U.C.K.
user_000169,2009-03-19T03:59:55Z,cc0b7089-c08d-4c10-b6b0-873582c17fd6,System Of A Down,b8f4791b-e944-4672-9c4e-5f7b3b3ce9ae,Streamline
user_000169,2009-03-19T03:56:34Z,cc0b7089-c08d-4c10-b6b0-873582c17fd6,System Of A Down,99d13135-476d-45d8-911c-40b0a1f6b37a,Roulette
user_000169,2009-03-19T03:54:00Z,cc0b7089-c08d-4c10-b6b0-873582c17fd6,System Of A Down,ac737987-dcf6-482a-9ebb-28600a4165f1,Thetawaves
user_000169,2009-03-19T03:50:36Z,cc0b7089-c08d-4c10-b6b0-873582c17fd6,System Of A Down,ba608f66-8139-46ba-a4e1-7b15d437be4e,Ego Brain
user_000169,2009-03-19T03:48:23Z,cc0b7089-c08d-4c10-b6b0-873582c17fd6,System Of A Down,af66cae3-fa8d-41a0-b266-6a03a7732b79,Fuck The System
user_000169,2009-03-19T03:45:10Z,cc0b7089-c08d-4c10-b6b0-873582c17fd6,System Of A Down,fdd307f7-d3cd-4815-ae93-5c9132a4a509,Highway Song
user_000169,2009-03-19T03:43:03Z,cc0b7089-c08d-4c10-b6b0-873582c17fd6,System Of A Down,e9e28ade-ebfb-43b4-968c-fcce3fd64080,Pictures
