user_000144,2009-05-01T13:07:07Z,0af78501-5647-4c18-9a0d-66ac8789e13b,Beirut,2984729d-fb43-420b-9d03-d9e34562d843,Elephant Gun
user_000144,2009-05-01T01:17:09Z,7a53094c-962f-4f48-8e99-c6298b7ea9d5,Stage Dolls,903f6373-195d-4c98-878f-2469d789e264,Ten Tons Of R & R
user_000144,2009-05-01T01:14:20Z,7a53094c-962f-4f48-8e99-c6298b7ea9d5,Stage Dolls,aa95f814-dd0e-45fc-87d5-1360996bd62e,Left Foot Boogie
user_000144,2009-05-01T00:45:24Z,7a53094c-962f-4f48-8e99-c6298b7ea9d5,Stage Dolls,aa95f814-dd0e-45fc-87d5-1360996bd62e,Left Foot Boogie
user_000144,2009-05-01T00:39:19Z,7a53094c-962f-4f48-8e99-c6298b7ea9d5,Stage Dolls,6f3f603b-1159-45b8-94d8-8a6bff8fb257,Loadin' Up
user_000144,2009-05-01T00:36:29Z,7a53094c-962f-4f48-8e99-c6298b7ea9d5,Stage Dolls,47d70b0e-81ff-4500-bcec-639c8cdfef89,"Lawyers, Guns & Money"
user_000144,2009-05-01T00:28:53Z,7a53094c-962f-4f48-8e99-c6298b7ea9d5,Stage Dolls,6f446806-b0b4-419e-bb00-04b16c654ca0,Love
user_000144,2009-04-30T14:17:03Z,7a53094c-962f-4f48-8e99-c6298b7ea9d5,Stage Dolls,,Ammunition (Unplugged)
user_000144,2009-04-30T14:00:09Z,7a53094c-962f-4f48-8e99-c6298b7ea9d5,Stage Dolls,66e96304-c0ed-45dd-8403-537ddf9c3f1d,Stand By You
user_000144,2009-04-30T11:53:59Z,7a53094c-962f-4f48-8e99-c6298b7ea9d5,Stage Dolls,66e96304-c0ed-45dd-8403-537ddf9c3f1d,Stand By You
user_000144,2009-04-30T11:40:00Z,7a53094c-962f-4f48-8e99-c6298b7ea9d5,Stage Dolls,66e96304-c0ed-45dd-8403-537ddf9c3f1d,Stand By You
user_000144,2009-04-30T11:35:47Z,7a53094c-962f-4f48-8e99-c6298b7ea9d5,Stage Dolls,d5157073-4ccf-4063-88f3-b35646fbbb68,Heart To Heart
user_000144,2009-04-30T11:20:25Z,7a53094c-962f-4f48-8e99-c6298b7ea9d5,Stage Dolls,d5157073-4ccf-4063-88f3-b35646fbbb68,Heart To Heart
user_000144,2009-04-30T11:12:10Z,7a53094c-962f-4f48-8e99-c6298b7ea9d5,Stage Dolls,d5157073-4ccf-4063-88f3-b35646fbbb68,Heart To Heart
user_000144,2009-04-30T11:06:19Z,7a53094c-962f-4f48-8e99-c6298b7ea9d5,Stage Dolls,,Love Cries (Live)
